ID,Latitude,Longitude,Date,MODIS_Tile,MOD16A3GF_006_Line_Y_500m,MOD16A3GF_006_Sample_X_500m,MOD16A3GF_006_ET_500m,MOD16A3GF_006_PET_500m,MOD16A3GF_006_ET_QC_500m,MOD16A3GF_006_ET_QC_500m_bitmask,MOD16A3GF_006_ET_QC_500m_ContinuousLayer,MOD16A3GF_006_ET_QC_500m_ContinuousLayer_Description
ABBY,45.76243,-122.33033,2005-01-01,h09v04,1017.0,1117.0,665.6,1105.3,34.0,0b00100010,0b0,Continuous
ABBY,45.76243,-122.33033,2006-01-01,h09v04,1017.0,1117.0,444.4,1106.1,27.0,0b00011011,0b0,Continuous
ABBY,45.76243,-122.33033,2007-01-01,h09v04,1017.0,1117.0,471.8,1085.6,21.0,0b00010101,0b0,Continuous
ABBY,45.76243,-122.33033,2008-01-01,h09v04,1017.0,1117.0,485.0,1018.3,33.0,0b00100001,0b0,Continuous
ABBY,45.76243,-122.33033,2009-01-01,h09v04,1017.0,1117.0,510.4,1107.1,24.0,0b00011000,0b0,Continuous
ABBY,45.76243,-122.33033,2010-01-01,h09v04,1017.0,1117.0,538.0,1017.6,30.0,0b00011110,0b0,Continuous
ABBY,45.76243,-122.33033,2011-01-01,h09v04,1017.0,1117.0,617.6,993.7,45.0,0b00101101,0b0,Continuous
ABBY,45.76243,-122.33033,2012-01-01,h09v04,1017.0,1117.0,571.6,1039.4,37.0,0b00100101,0b0,Continuous
ABBY,45.76243,-122.33033,2013-01-01,h09v04,1017.0,1117.0,535.4,1092.9,37.0,0b00100101,0b0,Continuous
ABBY,45.76243,-122.33033,2014-01-01,h09v04,1017.0,1117.0,536.3,1130.1,20.0,0b00010100,0b0,Continuous
ABBY,45.76243,-122.33033,2015-01-01,h09v04,1017.0,1117.0,510.2,1187.8,31.0,0b00011111,0b0,Continuous
ABBY,45.76243,-122.33033,2016-01-01,h09v04,1017.0,1117.0,568.6,1143.3,43.0,0b00101011,0b0,Continuous
ABBY,45.76243,-122.33033,2017-01-01,h09v04,1017.0,1117.0,599.7,1095.0,37.0,0b00100101,0b0,Continuous
ABBY,45.76243,-122.33033,2018-01-01,h09v04,1017.0,1117.0,608.7,1139.1,29.0,0b00011101,0b0,Continuous
ABBY,45.76243,-122.33033,2019-01-01,h09v04,1017.0,1117.0,649.2,1104.8,38.0,0b00100110,0b0,Continuous
BARR,71.28241,-156.61936,2005-01-01,h12v01,2092.0,2337.0,241.9,253.0,49.0,0b00110001,0b0,Continuous
BARR,71.28241,-156.61936,2006-01-01,h12v01,2092.0,2337.0,241.2,253.1,52.0,0b00110100,0b0,Continuous
BARR,71.28241,-156.61936,2007-01-01,h12v01,2092.0,2337.0,278.3,296.7,55.0,0b00110111,0b0,Continuous
BARR,71.28241,-156.61936,2008-01-01,h12v01,2092.0,2337.0,255.9,268.7,63.0,0b00111111,0b0,Continuous
BARR,71.28241,-156.61936,2009-01-01,h12v01,2092.0,2337.0,235.0,244.9,82.0,0b01010010,0b0,Continuous
BARR,71.28241,-156.61936,2010-01-01,h12v01,2092.0,2337.0,231.2,238.3,64.0,0b01000000,0b0,Continuous
BARR,71.28241,-156.61936,2011-01-01,h12v01,2092.0,2337.0,244.0,253.9,68.0,0b01000100,0b0,Continuous
BARR,71.28241,-156.61936,2012-01-01,h12v01,2092.0,2337.0,259.7,274.0,59.0,0b00111011,0b0,Continuous
BARR,71.28241,-156.61936,2013-01-01,h12v01,2092.0,2337.0,244.1,252.2,58.0,0b00111010,0b0,Continuous
BARR,71.28241,-156.61936,2014-01-01,h12v01,2092.0,2337.0,223.3,230.0,66.0,0b01000010,0b0,Continuous
BARR,71.28241,-156.61936,2015-01-01,h12v01,2092.0,2337.0,267.4,277.8,65.0,0b01000001,0b0,Continuous
BARR,71.28241,-156.61936,2016-01-01,h12v01,2092.0,2337.0,257.5,263.0,64.0,0b01000000,0b0,Continuous
BARR,71.28241,-156.61936,2017-01-01,h12v01,2092.0,2337.0,211.4,212.9,80.0,0b01010000,0b0,Continuous
BARR,71.28241,-156.61936,2018-01-01,h12v01,2092.0,2337.0,210.3,214.2,69.0,0b01000101,0b0,Continuous
BARR,71.28241,-156.61936,2019-01-01,h12v01,2092.0,2337.0,223.7,227.7,61.0,0b00111101,0b0,Continuous
BART,44.06388,-71.28731,2005-01-01,h12v04,1424.0,2106.0,661.0,1071.6,34.0,0b00100010,0b0,Continuous
BART,44.06388,-71.28731,2006-01-01,h12v04,1424.0,2106.0,631.1,1041.1,21.0,0b00010101,0b0,Continuous
BART,44.06388,-71.28731,2007-01-01,h12v04,1424.0,2106.0,661.5,1092.4,24.0,0b00011000,0b0,Continuous
BART,44.06388,-71.28731,2008-01-01,h12v04,1424.0,2106.0,653.0,1046.9,39.0,0b00100111,0b0,Continuous
BART,44.06388,-71.28731,2009-01-01,h12v04,1424.0,2106.0,661.0,1058.3,27.0,0b00011011,0b0,Continuous
BART,44.06388,-71.28731,2010-01-01,h12v04,1424.0,2106.0,726.4,1156.8,25.0,0b00011001,0b0,Continuous
BART,44.06388,-71.28731,2011-01-01,h12v04,1424.0,2106.0,686.3,1047.0,29.0,0b00011101,0b0,Continuous
BART,44.06388,-71.28731,2012-01-01,h12v04,1424.0,2106.0,720.4,1162.8,22.0,0b00010110,0b0,Continuous
BART,44.06388,-71.28731,2013-01-01,h12v04,1424.0,2106.0,696.0,1094.8,32.0,0b00100000,0b0,Continuous
BART,44.06388,-71.28731,2014-01-01,h12v04,1424.0,2106.0,670.4,1046.6,30.0,0b00011110,0b0,Continuous
BART,44.06388,-71.28731,2015-01-01,h12v04,1424.0,2106.0,701.6,1125.6,26.0,0b00011010,0b0,Continuous
BART,44.06388,-71.28731,2016-01-01,h12v04,1424.0,2106.0,689.5,1161.0,14.0,0b00001110,0b0,Continuous
BART,44.06388,-71.28731,2017-01-01,h12v04,1424.0,2106.0,700.2,1087.1,19.0,0b00010011,0b0,Continuous
BART,44.06388,-71.28731,2018-01-01,h12v04,1424.0,2106.0,686.4,1062.6,19.0,0b00010011,0b0,Continuous
BART,44.06388,-71.28731,2019-01-01,h12v04,1424.0,2106.0,653.9,1028.9,21.0,0b00010101,0b0,Continuous
BLAN,39.06026,-78.07164,2005-01-01,h11v05,225.0,2250.0,890.8,1427.7001,33.0,0b00100001,0b0,Continuous
BLAN,39.06026,-78.07164,2006-01-01,h11v05,225.0,2250.0,766.1,1504.7001,23.0,0b00010111,0b0,Continuous
BLAN,39.06026,-78.07164,2007-01-01,h11v05,225.0,2250.0,889.4,1550.6,30.0,0b00011110,0b0,Continuous
BLAN,39.06026,-78.07164,2008-01-01,h11v05,225.0,2250.0,883.6,1514.7001,15.0,0b00001111,0b0,Continuous
BLAN,39.06026,-78.07164,2009-01-01,h11v05,225.0,2250.0,798.6,1419.1,32.0,0b00100000,0b0,Continuous
BLAN,39.06026,-78.07164,2010-01-01,h11v05,225.0,2250.0,819.1,1526.6,27.0,0b00011011,0b0,Continuous
BLAN,39.06026,-78.07164,2011-01-01,h11v05,225.0,2250.0,718.7,1432.0,22.0,0b00010110,0b0,Continuous
BLAN,39.06026,-78.07164,2012-01-01,h11v05,225.0,2250.0,858.4,1560.6,8.0,0b00001000,0b0,Continuous
BLAN,39.06026,-78.07164,2013-01-01,h11v05,225.0,2250.0,854.7,1435.3,33.0,0b00100001,0b0,Continuous
BLAN,39.06026,-78.07164,2014-01-01,h11v05,225.0,2250.0,840.3,1437.0,38.0,0b00100110,0b0,Continuous
BLAN,39.06026,-78.07164,2015-01-01,h11v05,225.0,2250.0,857.5,1464.7001,28.0,0b00011100,0b0,Continuous
BLAN,39.06026,-78.07164,2016-01-01,h11v05,225.0,2250.0,823.0,1489.7001,16.0,0b00010000,0b0,Continuous
BLAN,39.06026,-78.07164,2017-01-01,h11v05,225.0,2250.0,856.8,1529.8,22.0,0b00010110,0b0,Continuous
BLAN,39.06026,-78.07164,2018-01-01,h11v05,225.0,2250.0,825.0,1401.7001,29.0,0b00011101,0b0,Continuous
BLAN,39.06026,-78.07164,2019-01-01,h11v05,225.0,2250.0,928.1,1481.9,23.0,0b00010111,0b0,Continuous
BONA,65.15401,-147.50258,2005-01-01,h11v02,1163.0,1925.0,415.7,688.9,34.0,0b00100010,0b0,Continuous
BONA,65.15401,-147.50258,2006-01-01,h11v02,1163.0,1925.0,376.7,617.8,41.0,0b00101001,0b0,Continuous
BONA,65.15401,-147.50258,2007-01-01,h11v02,1163.0,1925.0,417.8,760.9,13.0,0b00001101,0b0,Continuous
BONA,65.15401,-147.50258,2008-01-01,h11v02,1163.0,1925.0,372.8,630.7,44.0,0b00101100,0b0,Continuous
BONA,65.15401,-147.50258,2009-01-01,h11v02,1163.0,1925.0,392.5,685.6,31.0,0b00011111,0b0,Continuous
BONA,65.15401,-147.50258,2010-01-01,h11v02,1163.0,1925.0,400.9,724.1,35.0,0b00100011,0b0,Continuous
BONA,65.15401,-147.50258,2011-01-01,h11v02,1163.0,1925.0,376.4,664.2,42.0,0b00101010,0b0,Continuous
BONA,65.15401,-147.50258,2012-01-01,h11v02,1163.0,1925.0,373.9,688.2,19.0,0b00010011,0b0,Continuous
BONA,65.15401,-147.50258,2013-01-01,h11v02,1163.0,1925.0,407.7,704.1,32.0,0b00100000,0b0,Continuous
BONA,65.15401,-147.50258,2014-01-01,h11v02,1163.0,1925.0,382.3,671.0,21.0,0b00010101,0b0,Continuous
BONA,65.15401,-147.50258,2015-01-01,h11v02,1163.0,1925.0,384.7,702.4,44.0,0b00101100,0b0,Continuous
BONA,65.15401,-147.50258,2016-01-01,h11v02,1163.0,1925.0,437.0,706.8,23.0,0b00010111,0b0,Continuous
BONA,65.15401,-147.50258,2017-01-01,h11v02,1163.0,1925.0,444.3,682.0,25.0,0b00011001,0b0,Continuous
BONA,65.15401,-147.50258,2018-01-01,h11v02,1163.0,1925.0,397.7,589.7,47.0,0b00101111,0b0,Continuous
BONA,65.15401,-147.50258,2019-01-01,h11v02,1163.0,1925.0,464.6,686.5,30.0,0b00011110,0b0,Continuous
CLBJ,33.40123,-97.57,2005-01-01,h09v05,1583.0,2050.0,509.3,1991.2001,17.0,0b00010001,0b0,Continuous
CLBJ,33.40123,-97.57,2006-01-01,h09v05,1583.0,2050.0,453.2,2078.7,7.0,0b00000111,0b0,Continuous
CLBJ,33.40123,-97.57,2007-01-01,h09v05,1583.0,2050.0,846.8,1843.7001,19.0,0b00010011,0b0,Continuous
CLBJ,33.40123,-97.57,2008-01-01,h09v05,1583.0,2050.0,714.2,2037.2001,13.0,0b00001101,0b0,Continuous
CLBJ,33.40123,-97.57,2009-01-01,h09v05,1583.0,2050.0,627.5,1928.1,15.0,0b00001111,0b0,Continuous
CLBJ,33.40123,-97.57,2010-01-01,h09v05,1583.0,2050.0,730.5,1905.8,19.0,0b00010011,0b0,Continuous
CLBJ,33.40123,-97.57,2011-01-01,h09v05,1583.0,2050.0,415.4,2064.0,2.0,0b00000010,0b0,Continuous
CLBJ,33.40123,-97.57,2012-01-01,h09v05,1583.0,2050.0,603.0,1966.9,9.0,0b00001001,0b0,Continuous
CLBJ,33.40123,-97.57,2013-01-01,h09v05,1583.0,2050.0,624.9,1877.8,7.0,0b00000111,0b0,Continuous
CLBJ,33.40123,-97.57,2014-01-01,h09v05,1583.0,2050.0,628.6,1899.3,22.0,0b00010110,0b0,Continuous
CLBJ,33.40123,-97.57,2015-01-01,h09v05,1583.0,2050.0,838.5,1884.1,12.0,0b00001100,0b0,Continuous
CLBJ,33.40123,-97.57,2016-01-01,h09v05,1583.0,2050.0,851.1,1920.0,17.0,0b00010001,0b0,Continuous
CLBJ,33.40123,-97.57,2017-01-01,h09v05,1583.0,2050.0,930.5,1992.2001,13.0,0b00001101,0b0,Continuous
CLBJ,33.40123,-97.57,2018-01-01,h09v05,1583.0,2050.0,703.1,1830.8,15.0,0b00001111,0b0,Continuous
CLBJ,33.40123,-97.57,2019-01-01,h09v05,1583.0,2050.0,889.6,1786.9,11.0,0b00001011,0b0,Continuous
CPER,40.81553,-104.7456,2005-01-01,h10v04,2204.0,174.0,308.8,1727.2001,13.0,0b00001101,0b0,Continuous
CPER,40.81553,-104.7456,2006-01-01,h10v04,2204.0,174.0,258.5,1721.4,13.0,0b00001101,0b0,Continuous
CPER,40.81553,-104.7456,2007-01-01,h10v04,2204.0,174.0,286.4,1677.3,19.0,0b00010011,0b0,Continuous
CPER,40.81553,-104.7456,2008-01-01,h10v04,2204.0,174.0,255.4,1750.4,18.0,0b00010010,0b0,Continuous
CPER,40.81553,-104.7456,2009-01-01,h10v04,2204.0,174.0,328.5,1658.1,20.0,0b00010100,0b0,Continuous
CPER,40.81553,-104.7456,2010-01-01,h10v04,2204.0,174.0,294.0,1744.4,28.0,0b00011100,0b0,Continuous
CPER,40.81553,-104.7456,2011-01-01,h10v04,2204.0,174.0,277.3,1735.0,22.0,0b00010110,0b0,Continuous
CPER,40.81553,-104.7456,2012-01-01,h10v04,2204.0,174.0,181.5,1913.4,18.0,0b00010010,0b0,Continuous
CPER,40.81553,-104.7456,2013-01-01,h10v04,2204.0,174.0,278.3,1620.9,19.0,0b00010011,0b0,Continuous
CPER,40.81553,-104.7456,2014-01-01,h10v04,2204.0,174.0,327.6,1606.7001,15.0,0b00001111,0b0,Continuous
CPER,40.81553,-104.7456,2015-01-01,h10v04,2204.0,174.0,343.3,1628.1,23.0,0b00010111,0b0,Continuous
CPER,40.81553,-104.7456,2016-01-01,h10v04,2204.0,174.0,292.2,1730.8,18.0,0b00010010,0b0,Continuous
CPER,40.81553,-104.7456,2017-01-01,h10v04,2204.0,174.0,315.8,1718.6,21.0,0b00010101,0b0,Continuous
CPER,40.81553,-104.7456,2018-01-01,h10v04,2204.0,174.0,284.0,1737.8,11.0,0b00001011,0b0,Continuous
CPER,40.81553,-104.7456,2019-01-01,h10v04,2204.0,174.0,350.4,1591.5,17.0,0b00010001,0b0,Continuous
DCFS,47.16165,-99.10656,2005-01-01,h11v04,681.0,627.0,614.0,1234.1,22.0,0b00010110,0b0,Continuous
DCFS,47.16165,-99.10656,2006-01-01,h11v04,681.0,627.0,565.2,1238.4,29.0,0b00011101,0b0,Continuous
DCFS,47.16165,-99.10656,2007-01-01,h11v04,681.0,627.0,607.1,1222.3,18.0,0b00010010,0b0,Continuous
DCFS,47.16165,-99.10656,2008-01-01,h11v04,681.0,627.0,473.9,1207.5,14.0,0b00001110,0b0,Continuous
DCFS,47.16165,-99.10656,2009-01-01,h11v04,681.0,627.0,521.8,1106.2001,26.0,0b00011010,0b0,Continuous
DCFS,47.16165,-99.10656,2010-01-01,h11v04,681.0,627.0,553.2,1170.3,19.0,0b00010011,0b0,Continuous
DCFS,47.16165,-99.10656,2011-01-01,h11v04,681.0,627.0,586.8,1068.2001,24.0,0b00011000,0b0,Continuous
DCFS,47.16165,-99.10656,2012-01-01,h11v04,681.0,627.0,531.4,1347.4,19.0,0b00010011,0b0,Continuous
DCFS,47.16165,-99.10656,2013-01-01,h11v04,681.0,627.0,494.4,1085.1,17.0,0b00010001,0b0,Continuous
DCFS,47.16165,-99.10656,2014-01-01,h11v04,681.0,627.0,523.8,1103.7001,15.0,0b00001111,0b0,Continuous
DCFS,47.16165,-99.10656,2015-01-01,h11v04,681.0,627.0,546.4,1238.0,31.0,0b00011111,0b0,Continuous
DCFS,47.16165,-99.10656,2016-01-01,h11v04,681.0,627.0,616.6,1290.2001,15.0,0b00001111,0b0,Continuous
DCFS,47.16165,-99.10656,2017-01-01,h11v04,681.0,627.0,482.8,1258.0,27.0,0b00011011,0b0,Continuous
DCFS,47.16165,-99.10656,2018-01-01,h11v04,681.0,627.0,521.3,1145.3,29.0,0b00011101,0b0,Continuous
DCFS,47.16165,-99.10656,2019-01-01,h11v04,681.0,627.0,570.2,1041.1,22.0,0b00010110,0b0,Continuous
DEJU,63.88112,-145.75136,2005-01-01,h11v02,1468.0,1400.0,381.4,827.8,27.0,0b00011011,0b0,Continuous
DEJU,63.88112,-145.75136,2006-01-01,h11v02,1468.0,1400.0,364.2,755.7,19.0,0b00010011,0b0,Continuous
DEJU,63.88112,-145.75136,2007-01-01,h11v02,1468.0,1400.0,361.5,844.5,29.0,0b00011101,0b0,Continuous
DEJU,63.88112,-145.75136,2008-01-01,h11v02,1468.0,1400.0,348.6,730.8,24.0,0b00011000,0b0,Continuous
DEJU,63.88112,-145.75136,2009-01-01,h11v02,1468.0,1400.0,356.7,824.4,29.0,0b00011101,0b0,Continuous
DEJU,63.88112,-145.75136,2010-01-01,h11v02,1468.0,1400.0,371.1,819.6,26.0,0b00011010,0b0,Continuous
DEJU,63.88112,-145.75136,2011-01-01,h11v02,1468.0,1400.0,381.9,750.5,29.0,0b00011101,0b0,Continuous
DEJU,63.88112,-145.75136,2012-01-01,h11v02,1468.0,1400.0,365.6,790.6,31.0,0b00011111,0b0,Continuous
DEJU,63.88112,-145.75136,2013-01-01,h11v02,1468.0,1400.0,356.2,847.7,34.0,0b00100010,0b0,Continuous
DEJU,63.88112,-145.75136,2014-01-01,h11v02,1468.0,1400.0,374.4,824.8,27.0,0b00011011,0b0,Continuous
DEJU,63.88112,-145.75136,2015-01-01,h11v02,1468.0,1400.0,363.1,848.4,26.0,0b00011010,0b0,Continuous
DEJU,63.88112,-145.75136,2016-01-01,h11v02,1468.0,1400.0,384.0,870.0,33.0,0b00100001,0b0,Continuous
DEJU,63.88112,-145.75136,2017-01-01,h11v02,1468.0,1400.0,373.1,833.4,37.0,0b00100101,0b0,Continuous
DEJU,63.88112,-145.75136,2018-01-01,h11v02,1468.0,1400.0,390.5,791.6,25.0,0b00011001,0b0,Continuous
DEJU,63.88112,-145.75136,2019-01-01,h11v02,1468.0,1400.0,384.1,829.6,25.0,0b00011001,0b0,Continuous
DELA,32.54172,-87.80389,2005-01-01,h10v05,1789.0,1435.0,777.7,1824.1,7.0,0b00000111,0b0,Continuous
DELA,32.54172,-87.80389,2006-01-01,h10v05,1789.0,1435.0,706.5,1884.5,6.0,0b00000110,0b0,Continuous
DELA,32.54172,-87.80389,2007-01-01,h10v05,1789.0,1435.0,664.1,1886.1,17.0,0b00010001,0b0,Continuous
DELA,32.54172,-87.80389,2008-01-01,h10v05,1789.0,1435.0,798.6,1851.1,11.0,0b00001011,0b0,Continuous
DELA,32.54172,-87.80389,2009-01-01,h10v05,1789.0,1435.0,822.6,1775.9,15.0,0b00001111,0b0,Continuous
DELA,32.54172,-87.80389,2010-01-01,h10v05,1789.0,1435.0,804.4,1903.2001,7.0,0b00000111,0b0,Continuous
DELA,32.54172,-87.80389,2011-01-01,h10v05,1789.0,1435.0,698.1,1899.4,7.0,0b00000111,0b0,Continuous
DELA,32.54172,-87.80389,2012-01-01,h10v05,1789.0,1435.0,845.8,1880.3,4.0,0b00000100,0b0,Continuous
DELA,32.54172,-87.80389,2013-01-01,h10v05,1789.0,1435.0,821.6,1709.4,24.0,0b00011000,0b0,Continuous
DELA,32.54172,-87.80389,2014-01-01,h10v05,1789.0,1435.0,870.7,1781.4,17.0,0b00010001,0b0,Continuous
DELA,32.54172,-87.80389,2015-01-01,h10v05,1789.0,1435.0,795.8,1765.7001,17.0,0b00010001,0b0,Continuous
DELA,32.54172,-87.80389,2016-01-01,h10v05,1789.0,1435.0,748.0,1921.0,13.0,0b00001101,0b0,Continuous
DELA,32.54172,-87.80389,2017-01-01,h10v05,1789.0,1435.0,875.4,1801.1,9.0,0b00001001,0b0,Continuous
DELA,32.54172,-87.80389,2018-01-01,h10v05,1789.0,1435.0,890.2,1785.8,8.0,0b00001000,0b0,Continuous
DELA,32.54172,-87.80389,2019-01-01,h10v05,1789.0,1435.0,837.2,1799.0,9.0,0b00001001,0b0,Continuous
DSNY,28.12504,-81.4362,2005-01-01,h10v06,449.0,1963.0,740.8,1864.8,15.0,0b00001111,0b0,Continuous
DSNY,28.12504,-81.4362,2006-01-01,h10v06,449.0,1963.0,693.0,2016.3,10.0,0b00001010,0b0,Continuous
DSNY,28.12504,-81.4362,2007-01-01,h10v06,449.0,1963.0,743.2,2004.3,11.0,0b00001011,0b0,Continuous
DSNY,28.12504,-81.4362,2008-01-01,h10v06,449.0,1963.0,782.1,1965.2001,20.0,0b00010100,0b0,Continuous
DSNY,28.12504,-81.4362,2009-01-01,h10v06,449.0,1963.0,726.8,1919.5,20.0,0b00010100,0b0,Continuous
DSNY,28.12504,-81.4362,2010-01-01,h10v06,449.0,1963.0,707.0,1986.6,13.0,0b00001101,0b0,Continuous
DSNY,28.12504,-81.4362,2011-01-01,h10v06,449.0,1963.0,731.5,2006.9,13.0,0b00001101,0b0,Continuous
DSNY,28.12504,-81.4362,2012-01-01,h10v06,449.0,1963.0,714.2,1970.3,9.0,0b00001001,0b0,Continuous
DSNY,28.12504,-81.4362,2013-01-01,h10v06,449.0,1963.0,796.3,1979.7001,9.0,0b00001001,0b0,Continuous
DSNY,28.12504,-81.4362,2014-01-01,h10v06,449.0,1963.0,828.7,1939.3,11.0,0b00001011,0b0,Continuous
DSNY,28.12504,-81.4362,2015-01-01,h10v06,449.0,1963.0,798.5,1936.1,17.0,0b00010001,0b0,Continuous
DSNY,28.12504,-81.4362,2016-01-01,h10v06,449.0,1963.0,877.7,1992.5,7.0,0b00000111,0b0,Continuous
DSNY,28.12504,-81.4362,2017-01-01,h10v06,449.0,1963.0,809.7,1947.9,11.0,0b00001011,0b0,Continuous
DSNY,28.12504,-81.4362,2018-01-01,h10v06,449.0,1963.0,764.4,1829.4,9.0,0b00001001,0b0,Continuous
DSNY,28.12504,-81.4362,2019-01-01,h10v06,449.0,1963.0,888.4,1925.4,13.0,0b00001101,0b0,Continuous
GRSM,35.68896,-83.50195,2005-01-01,h11v05,1034.0,523.0,869.5,1647.1,24.0,0b00011000,0b0,Continuous
GRSM,35.68896,-83.50195,2006-01-01,h11v05,1034.0,523.0,700.1,1633.6,35.0,0b00100011,0b0,Continuous
GRSM,35.68896,-83.50195,2007-01-01,h11v05,1034.0,523.0,753.1,1695.9,23.0,0b00010111,0b0,Continuous
GRSM,35.68896,-83.50195,2008-01-01,h11v05,1034.0,523.0,823.2,1723.1,15.0,0b00001111,0b0,Continuous
GRSM,35.68896,-83.50195,2009-01-01,h11v05,1034.0,523.0,781.8,1481.0,39.0,0b00100111,0b0,Continuous
GRSM,35.68896,-83.50195,2010-01-01,h11v05,1034.0,523.0,839.5,1715.9,25.0,0b00011001,0b0,Continuous
GRSM,35.68896,-83.50195,2011-01-01,h11v05,1034.0,523.0,820.7,1696.8,19.0,0b00010011,0b0,Continuous
GRSM,35.68896,-83.50195,2012-01-01,h11v05,1034.0,523.0,894.5,1734.3,19.0,0b00010011,0b0,Continuous
GRSM,35.68896,-83.50195,2013-01-01,h11v05,1034.0,523.0,875.3,1556.6,26.0,0b00011010,0b0,Continuous
